uniprot_id	protein_name	reviewed	ec_in_uniprot	rxn_id_in_uniprot	rxn_equation_in_uniprot	gene_id_bigg	RXNRECer	RXNRECer_with_prob	ECRECer_equations
P15254	Phosphoribosylformylglycinamidine synthase (FGAM synthase) (FGAMS) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (FGAR amidotransferase) (FGAR-AT)	reviewed	6.3.5.3	RHEA:17129	['ATP + H2O + L-glutamine + N(2)-formyl-N(1)-(5-phospho-beta-D-ribosyl)glycinamide = 2-formamido-N(1)-(5-O-phospho-beta-D-ribosyl)acetamidine + ADP + H(+) + L-glutamate + phosphate']	b2557	RHEA:17129	{'RHEA:17129': 1.0}	['ATP + H2O + L-glutamine + N(2)-formyl-N(1)-(5-phospho-beta-D-ribosyl)glycinamide = 2-formamido-N(1)-(5-O-phospho-beta-D-ribosyl)acetamidine + ADP + H(+) + L-glutamate + phosphate']
P00452	Ribonucleoside-diphosphate reductase 1 subunit alpha (EC 1.17.4.1) (Protein B1) (Ribonucleoside-diphosphate reductase 1 R1 subunit) (Ribonucleotide reductase 1)	reviewed	1.17.4.1	RHEA:23252	"[""[thioredoxin]-disulfide + a 2'-deoxyribonucleoside 5'-diphosphate + H2O = [thioredoxin]-dithiol + a ribonucleoside 5'-diphosphate""]"	b2234	RHEA:23252;RHEA:28038	{'RHEA:23252': 1.0, 'RHEA:28038': 0.7777}	"[""[thioredoxin]-disulfide + a 2'-deoxyribonucleoside 5'-diphosphate + H2O = [thioredoxin]-dithiol + a ribonucleoside 5'-diphosphate"", '[thioredoxin]-disulfide + dCDP + H2O = [thioredoxin]-dithiol + CDP']"
P0A749	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase) (EPT)	reviewed	2.5.1.7	RHEA:18681	['phosphoenolpyruvate + UDP-N-acetyl-alpha-D-glucosamine = phosphate + UDP-N-acetyl-3-O-(1-carboxyvinyl)-alpha-D-glucosamine']	b3189	RHEA:18681	{'RHEA:18681': 1.0}	['phosphoenolpyruvate + UDP-N-acetyl-alpha-D-glucosamine = phosphate + UDP-N-acetyl-3-O-(1-carboxyvinyl)-alpha-D-glucosamine']
P23003	tRNA/tmRNA (uracil-C(5))-methyltransferase (EC 2.1.1.-) (EC 2.1.1.35) (tRNA (uracil(54)-C(5))-methyltransferase) (tRNA(m5U54)-methyltransferase) (RUMT) (tmRNA (uracil(341)-C(5))-methyltransferase)	reviewed	2.1.1.-;2.1.1.35	RHEA:42712;RHEA:43612	['S-adenosyl-L-methionine + uridine(54) in tRNA = 5-methyluridine(54) in tRNA + H(+) + S-adenosyl-L-homocysteine', 'S-adenosyl-L-methionine + uridine(341) in tmRNA = 5-methyluridine(341) in tmRNA + H(+) + S-adenosyl-L-homocysteine']	b3965	RHEA:43612;RHEA:42712	{'RHEA:43612': 1.0, 'RHEA:42712': 1.0}	['S-adenosyl-L-methionine + uridine(54) in tRNA = 5-methyluridine(54) in tRNA + H(+) + S-adenosyl-L-homocysteine', 'S-adenosyl-L-methionine + uridine(341) in tmRNA = 5-methyluridine(341) in tmRNA + H(+) + S-adenosyl-L-homocysteine']
P04036	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	reviewed	1.17.1.8	RHEA:35323;RHEA:35331	['(S)-2,3,4,5-tetrahydrodipicolinate + H2O + NAD(+) = (2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate + H(+) + NADH', '(S)-2,3,4,5-tetrahydrodipicolinate + H2O + NADP(+) = (2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate + H(+) + NADPH']	b0031	RHEA:35331;RHEA:35323	{'RHEA:35331': 1.0, 'RHEA:35323': 1.0}	['(S)-2,3,4,5-tetrahydrodipicolinate + H2O + NAD(+) = (2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate + H(+) + NADH', '(S)-2,3,4,5-tetrahydrodipicolinate + H2O + NADP(+) = (2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate + H(+) + NADPH']
P0AC16	Dihydroneopterin aldolase (DHNA) (EC 4.1.2.25) (7,8-dihydroneopterin 2'-epimerase) (7,8-dihydroneopterin aldolase) (7,8-dihydroneopterin epimerase) (EC 5.1.99.8) (Dihydroneopterin epimerase)	reviewed	4.1.2.25;5.1.99.8	RHEA:10540;RHEA:45328	['7,8-dihydroneopterin = 7,8-dihydromonapterin', '7,8-dihydroneopterin = 6-hydroxymethyl-7,8-dihydropterin + glycolaldehyde']	b3058	RHEA:45328;RHEA:10540	{'RHEA:45328': 1.0, 'RHEA:10540': 1.0}	['7,8-dihydroneopterin = 7,8-dihydromonapterin', '7,8-dihydroneopterin = 6-hydroxymethyl-7,8-dihydropterin + glycolaldehyde']
P00864	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	reviewed	4.1.1.31	RHEA:28370	['oxaloacetate + phosphate = hydrogencarbonate + phosphoenolpyruvate']	b3956	RHEA:28370	{'RHEA:28370': 1.0}	['oxaloacetate + phosphate = hydrogencarbonate + phosphoenolpyruvate']
P0A8J2	Primosomal protein 1 (Primosomal protein I)	reviewed	-	-	-	b4362	-	{'-': 1.0}	-
P61320	Outer-membrane lipoprotein LolB	reviewed	-	-	-	b1209	-	{'-': 1.0}	-
P64594	Ribonuclease toxin YhaV (EC 3.1.-.-) (Ribonuclease YhaV)	reviewed	3.1.-.-	-	-	b3130	-	{'-': 0.999994}	-
P33018	S-formylglutathione hydrolase YeiG (FGH) (EC 3.1.2.12)	reviewed	3.1.2.12	RHEA:14961	['H2O + S-formylglutathione = formate + glutathione + H(+)']	b2154	RHEA:14961	{'RHEA:14961': 1.0}	['H2O + S-formylglutathione = formate + glutathione + H(+)']
P0A799	Phosphoglycerate kinase (EC 2.7.2.3)	reviewed	2.7.2.3	RHEA:14801	['(2R)-3-phosphoglycerate + ATP = (2R)-3-phospho-glyceroyl phosphate + ADP']	b2926	RHEA:14801	{'RHEA:14801': 1.0}	['(2R)-3-phosphoglycerate + ATP = (2R)-3-phospho-glyceroyl phosphate + ADP']
P0A7J0	3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (DHBPS) (EC 4.1.99.12)	reviewed	4.1.99.12	RHEA:18457	['D-ribulose 5-phosphate = (2S)-2-hydroxy-3-oxobutyl phosphate + formate + H(+)']	b3041	RHEA:18457	{'RHEA:18457': 1.0}	['D-ribulose 5-phosphate = (2S)-2-hydroxy-3-oxobutyl phosphate + formate + H(+)']
P69054	Succinate dehydrogenase cytochrome b556 subunit (Cytochrome b-556)	reviewed	-	-	-	b0721	-	{'-': 1.0}	-
P12295	Uracil-DNA glycosylase (UDG) (EC 3.2.2.27)	reviewed	3.2.2.27	-	-	b2580	RHEA:32155;RHEA:12172	{'RHEA:32155': 0.971805, 'RHEA:12172': 0.893337}	['7-aminomethyl-7-carbaguanosine(34) in tRNA + S-adenosyl-L-methionine = adenine + epoxyqueuosine(34) in tRNA + 2 H(+) + L-methionine', 'alpha-D-glucosamine 6-phosphate + H2O = beta-D-fructose 6-phosphate + NH4(+)']
P24082	Mating pair stabilization protein TraN	reviewed	-	-	-	-	-	{'-': 1.0}	-
P0AE67	Chemotaxis protein CheY	reviewed	-	-	-	b1882	-	{'-': 1.0}	-
P04825	Aminopeptidase N (EC 3.4.11.2) (Alpha-aminoacylpeptide hydrolase)	reviewed	3.4.11.2	-	-	b0932	RHEA:22312;RHEA:22324;RHEA:50272;RHEA:51988;RHEA:19037	{'RHEA:22312': 0.978817, 'RHEA:22324': 0.968467, 'RHEA:50272': 0.968467, 'RHEA:51988': 0.968467, 'RHEA:19037': 0.642082}	['(5S,6S)-epoxy-(18R)-hydroxy-(7E,9E,11Z,14Z,16E)-eicosapentaenoate + H2O = resolvin E1', '(5S,6S)-epoxy-(18S)-hydroxy-(7E,9E,11Z,14Z,16E)-eicosapentaenoate + H2O = 18S-resolvin E1', 'an epoxide + H2O = an ethanediol', '5-(methylsulfanyl)-D-ribose + ATP = ADP + H(+) + S-methyl-5-thio-alpha-D-ribose 1-phosphate', 'H2O + leukotriene A4 = leukotriene B4']
P0A6Z3	Chaperone protein HtpG (Heat shock protein C62.5) (Heat shock protein HtpG) (High temperature protein G)	reviewed	-	-	-	b0473	-	{'-': 1.0}	-
P0A8W0	HTH-type transcriptional repressor NanR	reviewed	-	-	-	b3226	-	{'-': 1.0}	-
P0AG07	Ribulose-phosphate 3-epimerase (EC 5.1.3.1) (Pentose-5-phosphate 3-epimerase) (PPE) (R5P3E)	reviewed	5.1.3.1	RHEA:13677	['D-ribulose 5-phosphate = D-xylulose 5-phosphate']	b3386	RHEA:13677	{'RHEA:13677': 1.0}	['D-ribulose 5-phosphate = D-xylulose 5-phosphate']
P0AGD1	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1) (Bacteriocuprein)	reviewed	1.15.1.1	RHEA:20696	['2 H(+) + 2 superoxide = H2O2 + O2']	b1646	RHEA:20696	{'RHEA:20696': 1.0}	['2 H(+) + 2 superoxide = H2O2 + O2']
P16456	Selenide, water dikinase (EC 2.7.9.3) (Selenium donor protein) (Selenophosphate synthase)	reviewed	2.7.9.3	RHEA:18737	['ATP + H2O + hydrogenselenide = AMP + 2 H(+) + phosphate + selenophosphate']	b1764	RHEA:18737	{'RHEA:18737': 1.0}	['ATP + H2O + hydrogenselenide = AMP + 2 H(+) + phosphate + selenophosphate']
P28305	Aminodeoxychorismate lyase (EC 4.1.3.38) (4-amino-4-deoxychorismate lyase) (ADC lyase) (ADCL)	reviewed	4.1.3.38	RHEA:16201	['4-amino-4-deoxychorismate = 4-aminobenzoate + H(+) + pyruvate']	b1096	RHEA:16201	{'RHEA:16201': 1.0}	['4-amino-4-deoxychorismate = 4-aminobenzoate + H(+) + pyruvate']
P14407	Fumarate hydratase class I, anaerobic (EC 4.2.1.2) (D-tartrate dehydratase) (EC 4.2.1.81) (Fumarase B)	reviewed	4.2.1.2;4.2.1.81	RHEA:12460;RHEA:18289	['(S)-malate = fumarate + H2O', '(S,S)-tartrate = H2O + oxaloacetate']	b4122	RHEA:12460;RHEA:18289;RHEA:16021	{'RHEA:12460': 1.0, 'RHEA:18289': 1.0, 'RHEA:16021': 0.85606}	['(S)-malate = fumarate + H2O', 'oxaloacetate = enol-oxaloacetate', '(S,S)-tartrate = H2O + oxaloacetate']
P14900	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) (D-glutamic acid-adding enzyme) (UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase)	reviewed	6.3.2.9	RHEA:16429	['ATP + D-glutamate + UDP-N-acetyl-alpha-D-muramoyl-L-alanine = ADP + H(+) + phosphate + UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-D-glutamate']	b0088	RHEA:16429	{'RHEA:16429': 1.0}	['ATP + D-glutamate + UDP-N-acetyl-alpha-D-muramoyl-L-alanine = ADP + H(+) + phosphate + UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-D-glutamate']
P0A763	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	reviewed	2.7.4.6	RHEA:44640;RHEA:18113	"[""a 2'-deoxyribonucleoside 5'-diphosphate + ATP = a 2'-deoxyribonucleoside 5'-triphosphate + ADP"", ""a ribonucleoside 5'-diphosphate + ATP = a ribonucleoside 5'-triphosphate + ADP""]"	b2518	RHEA:18113;RHEA:44640;RHEA:27682;RHEA:27690;RHEA:27686;RHEA:25098	{'RHEA:18113': 1.0, 'RHEA:44640': 1.0, 'RHEA:27682': 0.7777, 'RHEA:27690': 0.7777, 'RHEA:27686': 0.7777, 'RHEA:25098': 0.7777}	"['ATP + UDP = ADP + UTP', 'ATP + dTDP = ADP + dTTP', 'ATP + GDP = ADP + GTP', 'ATP + dGDP = ADP + dGTP', ""a 2'-deoxyribonucleoside 5'-diphosphate + ATP = a 2'-deoxyribonucleoside 5'-triphosphate + ADP"", ""a ribonucleoside 5'-diphosphate + ATP = a ribonucleoside 5'-triphosphate + ADP""]"
P0AFF0	NADH-quinone oxidoreductase subunit N (EC 7.1.1.-) (NADH dehydrogenase I subunit N) (NDH-1 subunit N) (NUO14)	reviewed	7.1.1.-	RHEA:57888	['a quinone + 5 H(+)(in) + NADH = a quinol + 4 H(+)(out) + NAD(+)']	b2276	RHEA:57888	{'RHEA:57888': 1.0}	['a quinone + 5 H(+)(in) + NADH = a quinol + 4 H(+)(out) + NAD(+)']
P14565	Multifunctional conjugation protein TraI [Includes: DNA relaxase TraI (EC 5.6.2.1) (DNA nickase TraI) (Transesterase TraI); DNA helicase I (EC 3.6.4.12)]	reviewed	3.6.4.12;5.6.2.1	RHEA:13065	['ATP + H2O = ADP + H(+) + phosphate']	-	RHEA:13065	{'RHEA:13065': 1.0}	['ATP + H2O = ADP + H(+) + phosphate']
P0A6M2	Disulfide bond formation protein B (Disulfide oxidoreductase)	reviewed	-	-	-	b1185	-	{'-': 1.0}	-
P0AB77	2-amino-3-ketobutyrate coenzyme A ligase (AKB ligase) (EC 2.3.1.29) (Glycine acetyltransferase)	reviewed	2.3.1.29	RHEA:20736	['acetyl-CoA + glycine = (2S)-2-amino-3-oxobutanoate + CoA']	b3617	RHEA:20736	{'RHEA:20736': 1.0}	['acetyl-CoA + glycine = (2S)-2-amino-3-oxobutanoate + CoA']
P15877	Quinoprotein glucose dehydrogenase (EC 1.1.5.2) (Glucose dehydrogenase [pyrroloquinoline-quinone])	reviewed	1.1.5.2	RHEA:22152	['a ubiquinone + D-glucose = a ubiquinol + D-glucono-1,5-lactone']	b0124	RHEA:22152	{'RHEA:22152': 1.0}	['a ubiquinone + D-glucose = a ubiquinol + D-glucono-1,5-lactone']
P23893	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	reviewed	5.4.3.8	RHEA:14265	['(S)-4-amino-5-oxopentanoate = 5-aminolevulinate']	b0154	RHEA:14265	{'RHEA:14265': 1.0}	['(S)-4-amino-5-oxopentanoate = 5-aminolevulinate']
P76422	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase (EC 2.7.1.49) (EC 2.7.4.7) (Hydroxymethylpyrimidine kinase) (HMP kinase) (Hydroxymethylpyrimidine phosphate kinase) (HMP-P kinase) (HMP-phosphate kinase) (HMPP kinase)	reviewed	2.7.1.49;2.7.4.7	RHEA:23096;RHEA:19893	['4-amino-5-hydroxymethyl-2-methylpyrimidine + ATP = 4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine + ADP + H(+)', '4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine + ATP = 4-amino-2-methyl-5-(diphosphooxymethyl)pyrimidine + ADP']	b2103	RHEA:23096;RHEA:19893	{'RHEA:23096': 1.0, 'RHEA:19893': 1.0}	['4-amino-5-hydroxymethyl-2-methylpyrimidine + ATP = 4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine + ADP + H(+)', '4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine + ATP = 4-amino-2-methyl-5-(diphosphooxymethyl)pyrimidine + ADP']
P15770	Shikimate dehydrogenase (NADP(+)) (SD) (SDH) (EC 1.1.1.25)	reviewed	1.1.1.25	RHEA:17737	['NADP(+) + shikimate = 3-dehydroshikimate + H(+) + NADPH']	b3281	RHEA:17737	{'RHEA:17737': 1.0}	['NADP(+) + shikimate = 3-dehydroshikimate + H(+) + NADPH']
P0A9T0	D-3-phosphoglycerate dehydrogenase (PGDH) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399)	reviewed	1.1.1.399;1.1.1.95	RHEA:12641;RHEA:49612	['(R)-2-hydroxyglutarate + NAD(+) = 2-oxoglutarate + H(+) + NADH', '(2R)-3-phosphoglycerate + NAD(+) = 3-phosphooxypyruvate + H(+) + NADH']	b2913	RHEA:12641;RHEA:49612	{'RHEA:12641': 1.0, 'RHEA:49612': 1.0}	['(R)-2-hydroxyglutarate + NAD(+) = 2-oxoglutarate + H(+) + NADH', '(2R)-3-phosphoglycerate + NAD(+) = 3-phosphooxypyruvate + H(+) + NADH']
P0AEL0	Formate dehydrogenase, cytochrome b556(fdo) subunit (Aerobic formate dehydrogenase cytochrome b556 subunit) (FDH-Z subunit gamma) (Formate dehydrogenase-O subunit gamma)	reviewed	-	-	-	b3892	-	{'-': 1.0}	-
P23894	Protease HtpX (EC 3.4.24.-) (Heat shock protein HtpX)	reviewed	3.4.24.-	-	-	b1829	-	{'-': 0.999978}	-
P0A754	Glutathione-regulated potassium-efflux system ancillary protein KefF (Quinone oxidoreductase KefF) (EC 1.6.5.2)	reviewed	1.6.5.2	RHEA:46160;RHEA:46164	['a quinone + H(+) + NADH = a quinol + NAD(+)', 'a quinone + H(+) + NADPH = a quinol + NADP(+)']	b0046	RHEA:46164;RHEA:46160	{'RHEA:46164': 1.0, 'RHEA:46160': 1.0}	['a quinone + H(+) + NADH = a quinol + NAD(+)', 'a quinone + H(+) + NADPH = a quinol + NADP(+)']
P0A759	Glucosamine-6-phosphate deaminase (EC 3.5.99.6) (GlcN6P deaminase) (GNPDA) (Glucosamine-6-phosphate isomerase)	reviewed	3.5.99.6	RHEA:12172	['alpha-D-glucosamine 6-phosphate + H2O = beta-D-fructose 6-phosphate + NH4(+)']	b0678	RHEA:12172	{'RHEA:12172': 1.0}	['alpha-D-glucosamine 6-phosphate + H2O = beta-D-fructose 6-phosphate + NH4(+)']
P17169	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)	reviewed	2.6.1.16	RHEA:13237	['D-fructose 6-phosphate + L-glutamine = D-glucosamine 6-phosphate + L-glutamate']	b3729	RHEA:13237	{'RHEA:13237': 1.0}	['D-fructose 6-phosphate + L-glutamine = D-glucosamine 6-phosphate + L-glutamate']
P24193	Carbamoyl dehydratase HypE (EC 4.2.1.-) (Hydrogenase maturation factor HypE)	reviewed	4.2.1.-	RHEA:55644	['ATP + C-terminal S-carboxamide-L-cysteinyl-[HypE protein] = ADP + C-terminal S-cyanate-L-cysteinyl-[HypE protein] + H(+) + phosphate']	b2730	RHEA:55644	{'RHEA:55644': 1.0}	['ATP + C-terminal S-carboxamide-L-cysteinyl-[HypE protein] = ADP + C-terminal S-cyanate-L-cysteinyl-[HypE protein] + H(+) + phosphate']
P30749	Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (MPT synthase subunit 2) (Molybdenum cofactor biosynthesis protein E) (Molybdopterin-converting factor large subunit) (Molybdopterin-converting factor subunit 2)	reviewed	2.8.1.12	RHEA:26333	['2 [molybdopterin-synthase sulfur-carrier protein]-C-terminal Gly-NH-CH2-C(O)SH + cyclic pyranopterin phosphate + H2O = 2 [molybdopterin-synthase sulfur-carrier protein]-C-terminal Gly-Gly + 4 H(+) + molybdopterin']	b0785	RHEA:26333	{'RHEA:26333': 1.0}	['2 [molybdopterin-synthase sulfur-carrier protein]-C-terminal Gly-NH-CH2-C(O)SH + cyclic pyranopterin phosphate + H2O = 2 [molybdopterin-synthase sulfur-carrier protein]-C-terminal Gly-Gly + 4 H(+) + molybdopterin']
P0A821	L-seryl-tRNA(Sec) selenium transferase (EC 2.9.1.1) (Selenocysteine synthase) (Sec synthase) (Selenocysteinyl-tRNA(Sec) synthase)	reviewed	2.9.1.1	RHEA:22728	['H(+) + L-seryl-tRNA(Sec) + selenophosphate = L-selenocysteinyl-tRNA(Sec) + phosphate']	b3591	RHEA:22728	{'RHEA:22728': 1.0}	['H(+) + L-seryl-tRNA(Sec) + selenophosphate = L-selenocysteinyl-tRNA(Sec) + phosphate']
P0ACE0	Hydrogenase-2 large chain (HYD2) (EC 1.12.99.6) (Membrane-bound hydrogenase 2 large subunit) (NiFe hydrogenase)	reviewed	1.12.99.6	RHEA:12116	['A + H2 = AH2']	b2994	RHEA:12116	{'RHEA:12116': 1.0}	['A + H2 = AH2']
P28248	dCTP deaminase (EC 3.5.4.13) (Deoxycytidine triphosphate deaminase)	reviewed	3.5.4.13	RHEA:22680	['dCTP + H(+) + H2O = dUTP + NH4(+)']	b2065	RHEA:22680	{'RHEA:22680': 1.0}	['dCTP + H(+) + H2O = dUTP + NH4(+)']
P0AEX7	High-affinity branched-chain amino acid transport system permease protein LivH (LIV-I protein H)	reviewed	-	-	-	b3457	-	{'-': 1.0}	-
P0AFC0	Dihydroneopterin triphosphate diphosphatase (EC 3.6.1.67) (Dihydroneopterin triphosphate pyrophosphatase) (dATP pyrophosphohydrolase)	reviewed	3.6.1.67	RHEA:25302	"[""7,8-dihydroneopterin 3'-triphosphate + H2O = 7,8-dihydroneopterin 3'-phosphate + diphosphate + H(+)""]"	b1865	RHEA:25302	{'RHEA:25302': 1.0}	"[""7,8-dihydroneopterin 3'-triphosphate + H2O = 7,8-dihydroneopterin 3'-phosphate + diphosphate + H(+)""]"
P45562	Xanthosine permease (Xanthosine transporter)	reviewed	-	RHEA:28939	['H(+)(in) + xanthosine(in) = H(+)(out) + xanthosine(out)']	b2406	RHEA:28939	{'RHEA:28939': 1.0}	['H(+)(in) + xanthosine(in) = H(+)(out) + xanthosine(out)']
P76491	5'-deoxynucleotidase YfbR (EC 3.1.3.89) (5'-deoxyribonucleotidase) (Nucleoside 5'-monophosphate phosphohydrolase)	reviewed	3.1.3.89	RHEA:36167;RHEA:29371;RHEA:29379;RHEA:11080;RHEA:29355;RHEA:29383;RHEA:29363	"[""dUMP + H2O = 2'-deoxyuridine + phosphate"", ""dCMP + H2O = 2'-deoxycytidine + phosphate"", ""dAMP + H2O = 2'-deoxyadenosine + phosphate"", ""dGMP + H2O = 2'-deoxyguanosine + phosphate"", ""dIMP + H2O = 2'-deoxyinosine + phosphate"", ""a 2'-deoxyribonucleoside 5'-phosphate + H2O = a 2'-deoxyribonucleoside + phosphate"", 'dTMP + H2O = phosphate + thymidine']"	b2291	RHEA:36167;RHEA:29371;RHEA:29379;RHEA:11080;RHEA:29355;RHEA:29383;RHEA:29363	{'RHEA:36167': 1.0, 'RHEA:29371': 1.0, 'RHEA:29379': 1.0, 'RHEA:11080': 1.0, 'RHEA:29355': 1.0, 'RHEA:29383': 1.0, 'RHEA:29363': 1.0}	"[""dUMP + H2O = 2'-deoxyuridine + phosphate"", ""dCMP + H2O = 2'-deoxycytidine + phosphate"", ""dAMP + H2O = 2'-deoxyadenosine + phosphate"", ""dGMP + H2O = 2'-deoxyguanosine + phosphate"", ""dIMP + H2O = 2'-deoxyinosine + phosphate"", ""a 2'-deoxyribonucleoside 5'-phosphate + H2O = a 2'-deoxyribonucleoside + phosphate"", 'dTMP + H2O = phosphate + thymidine']"
P0AD65	Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4) (Penicillin-binding protein 2) (PBP-2)	reviewed	3.4.16.4	-	-	b0635	-	{'-': 0.99988}	-
P0A9Q1	Aerobic respiration control protein ArcA (Dye resistance protein)	reviewed	-	-	-	b4401	-	{'-': 1.0}	-
P0AAH4	Putrescine export system ATP-binding protein SapD	reviewed	-	-	-	b1291	-	{'-': 1.0}	-
P0ABJ6	Cytochrome bo(3) ubiquinol oxidase subunit 4 (Cytochrome o ubiquinol oxidase subunit 4) (Cytochrome o subunit 4) (Oxidase bo(3) subunit 4) (Ubiquinol oxidase chain D) (Ubiquinol oxidase polypeptide IV) (Ubiquinol oxidase subunit 4)	reviewed	-	-	-	b0429	-	{'-': 1.0}	-
P0AGI1	Ribose import permease protein RbsC	reviewed	-	-	-	b3750	-	{'-': 1.0}	-
P16384	tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)	reviewed	2.5.1.75	RHEA:26482	['adenosine(37) in tRNA + dimethylallyl diphosphate = diphosphate + N(6)-dimethylallyladenosine(37) in tRNA']	b4171	RHEA:26482	{'RHEA:26482': 1.0}	['adenosine(37) in tRNA + dimethylallyl diphosphate = diphosphate + N(6)-dimethylallyladenosine(37) in tRNA']
P76077	1,2-phenylacetyl-CoA epoxidase, subunit A (EC 1.14.13.149) (1,2-phenylacetyl-CoA epoxidase, catalytic subunit alpha) (1,2-phenylacetyl-CoA monooxygenase, subunit A)	reviewed	1.14.13.149	RHEA:32171	['H(+) + NADPH + O2 + phenylacetyl-CoA = 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA + H2O + NADP(+)']	b1388	RHEA:32171	{'RHEA:32171': 1.0}	['H(+) + NADPH + O2 + phenylacetyl-CoA = 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA + H2O + NADP(+)']
P76108	Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein (Poly-3-hydroxybutyrate synthase) (PHB synthase) (EC 2.3.1.-) (cPHB synthase)	reviewed	2.3.1.-	RHEA:15405	['(3R)-3-hydroxybutanoyl-CoA + [(3R)-hydroxybutanoate](n) = [(3R)-hydroxybutanoate](n+1) + CoA']	b1440	RHEA:15405	{'RHEA:15405': 1.0}	['(3R)-3-hydroxybutanoyl-CoA + [(3R)-hydroxybutanoate](n) = [(3R)-hydroxybutanoate](n+1) + CoA']
P0AEP7	Glyoxylate carboligase (EC 4.1.1.47) (Tartronate-semialdehyde synthase)	reviewed	4.1.1.47	RHEA:10136	['2 glyoxylate + H(+) = 2-hydroxy-3-oxopropanoate + CO2']	b0507	RHEA:10136	{'RHEA:10136': 1.0}	['2 glyoxylate + H(+) = 2-hydroxy-3-oxopropanoate + CO2']
